,userId,movieId,rating,timestamp
17341784,119913,608,5.0,1999-10-05 17:44:18
8434228,58204,1500,5.0,2001-10-05 19:14:02
18296739,126575,2644,3.5,2005-07-24 05:15:32
2095528,14180,494,2.0,2005-01-10 23:40:31
8472940,58497,1608,3.0,2008-10-06 12:46:08
3323094,22699,761,3.0,1997-04-22 18:45:26
3206688,21892,7099,4.0,2005-09-28 18:14:11
1191749,8152,47,4.0,2012-03-01 15:52:33
6561841,45102,64969,3.5,2008-12-28 19:44:32
10814442,74760,592,5.0,2004-11-19 17:56:57
16205197,112147,6156,0.5,2004-02-17 22:19:19
17017196,117709,327,1.0,1996-08-02 10:43:51
14179932,97892,1213,4.0,2003-08-17 21:18:05
19808531,137131,3,1.0,2006-10-21 06:47:10
11561832,79828,165,1.0,2008-01-31 16:55:45
1377862,9342,2617,4.0,2000-08-01 08:30:03
6749039,46464,4223,4.0,2004-02-16 23:57:34
8969280,62003,61323,4.0,2015-01-02 00:23:58
16100614,111407,8493,1.0,2007-06-29 12:34:20
15707471,108598,4154,1.0,2003-02-28 06:56:20
4553877,31177,5952,5.0,2007-05-30 20:03:02
39589,298,4221,4.0,2001-06-13 17:55:49
8986851,62131,1129,4.0,2000-04-24 15:56:53
11892745,82082,2866,3.0,2000-05-07 12:46:03
18544035,128341,800,4.0,1999-10-22 23:27:10
1662304,11244,350,4.0,2006-03-27 13:20:50
10897281,75366,277,3.0,1997-06-18 11:42:21
18441525,127663,786,3.0,1996-12-11 20:10:17
16608795,114897,5445,5.0,2007-10-29 05:39:38
11295252,78036,4014,3.5,2005-03-06 15:48:45
15678629,108400,8973,3.5,2005-09-23 10:19:48
6059088,41714,1240,5.0,2003-03-29 05:55:00
11261690,77753,6104,5.0,2012-09-22 05:44:03
13012448,89842,165,4.0,1996-05-11 20:11:09
11888949,82055,1089,4.0,2006-10-24 22:43:26
12772712,88267,1610,4.5,2005-07-14 18:42:40
620657,4150,3072,3.0,2010-10-02 00:16:53
2984428,20246,93432,3.0,2013-09-07 20:24:49
14801919,102244,46578,4.0,2007-04-15 06:58:00
12438224,85923,48593,3.0,2007-05-18 00:33:45
10296552,71205,554,3.0,1996-10-25 12:10:12
17754801,122737,2490,3.0,1999-12-13 22:31:15
11304064,78091,3969,2.5,2008-06-15 12:54:19
16928630,117098,161,2.0,2003-10-09 21:26:52
7843322,54097,1025,3.0,1999-12-26 05:30:36
5451290,37435,1617,5.0,1999-03-20 06:12:59
15998981,110711,5952,3.5,2007-06-09 20:04:12
1030004,6978,81,3.0,2001-01-18 17:58:36
15307438,105815,849,2.5,2008-01-16 14:25:25
18435539,127604,590,3.0,1996-05-24 22:31:45
9483935,65569,783,4.0,1997-11-19 11:51:29
8016401,55242,6807,2.5,2007-03-06 18:35:59
17118022,118380,1089,4.0,2000-03-18 00:04:11
17967150,124239,62792,3.5,2009-03-15 21:15:54
7803250,53839,39,4.0,1996-08-27 17:16:12
9245228,63883,1196,3.5,2015-02-28 14:08:37
18162600,125649,8622,3.0,2006-04-12 01:41:37
16809486,116287,1281,3.5,2014-08-17 15:35:02
5510797,37890,2161,4.0,2007-04-03 21:56:55
117610,786,73290,3.5,2015-03-12 21:33:23
12278175,84808,2455,4.0,1999-02-04 08:35:44
12112213,83636,5464,4.0,2003-05-13 01:30:11
12298083,84939,2022,5.0,1999-10-25 19:45:01
17916134,123883,1214,3.0,2005-07-01 10:02:27
13756490,95034,364,1.5,2007-07-04 21:41:45
15746750,108901,314,4.0,1996-05-14 18:41:26
19614746,135795,1188,2.0,2007-08-08 20:20:26
3440819,23443,480,4.5,2015-03-27 19:16:14
17375374,120156,45722,5.0,2008-08-22 19:37:49
15197667,105055,2997,3.0,2005-10-01 11:43:16
16109659,111500,5238,5.0,2003-01-25 23:53:09
16278810,112696,357,4.0,1996-05-24 10:25:59
19643896,135995,150,5.0,1996-10-18 17:09:27
15438290,106782,7361,4.0,2004-08-09 02:26:48
4669769,32061,904,4.5,2013-01-31 22:06:28
6782218,46653,4022,4.0,2007-07-14 17:16:13
15304990,105793,1104,5.0,2005-03-25 06:36:40
4873408,33495,345,1.0,1999-10-25 01:49:46
6268617,43081,6850,3.0,2005-03-30 07:57:40
9603653,66453,32587,4.0,2013-02-22 03:51:41
9977756,68961,5989,0.5,2008-02-07 04:08:08
12784212,88363,1221,5.0,1999-10-04 14:06:34
3840221,26182,1278,4.0,2007-01-31 21:54:55
10608200,73366,8158,4.0,2005-04-01 05:15:27
14120188,97533,7084,3.5,2011-10-23 02:26:33
16992526,117537,750,4.0,2006-12-28 01:11:29
4935729,33974,4290,3.0,2001-06-27 05:48:32
13544411,93580,5445,4.0,2002-06-24 10:55:11
5706173,39250,2947,4.5,2008-04-24 22:39:21
19901723,137805,86332,2.0,2011-05-08 01:26:25
11187617,77250,2474,5.0,2003-02-28 05:45:35
19798668,137049,2746,2.0,1999-12-17 17:57:10
2905036,19711,66156,3.0,2009-04-04 04:42:45
8374813,57775,55280,4.0,2011-09-07 23:14:09
8361790,57716,165,2.5,2013-12-02 10:09:37
18957729,131204,4878,4.0,2007-05-31 09:29:00
17286104,119531,4008,4.0,2001-05-06 03:07:13
14678007,101394,1193,4.0,2013-04-10 20:53:52
18645562,129075,5541,3.0,2005-03-23 10:14:07
14875935,102775,1206,3.0,2005-02-19 05:34:08
10430902,72141,93,3.0,1996-05-22 15:08:07
11513488,79465,3160,5.0,2008-09-28 17:49:42
11756699,81182,76093,4.0,2010-05-31 12:26:39
2044871,13849,3681,4.0,2005-12-29 20:20:57
500334,3376,2750,3.0,2000-11-21 03:43:40
9509769,65776,3499,4.5,2006-11-21 22:02:28
4966388,34179,72998,4.5,2011-10-31 01:47:46
162941,1096,3148,4.5,2012-05-16 08:48:53
6494996,44619,2648,5.0,1999-12-17 17:17:12
3619664,24694,6708,3.0,2009-04-22 19:21:09
4078182,27733,51662,4.5,2009-08-18 01:48:02
10566419,73068,2041,1.0,2001-01-21 23:25:47
6927827,47732,2413,4.5,2009-04-19 02:54:37
3634163,24785,913,4.0,2008-08-16 06:23:11
13271580,91723,153,4.0,1996-03-28 19:46:33
11228738,77545,3786,4.0,2000-12-14 20:28:56
8385289,57874,748,3.0,1999-10-15 22:29:24
8462784,58420,47,3.0,1996-11-10 16:05:56
16238783,112365,1254,5.0,2011-06-22 17:13:28
4153650,28283,46972,4.0,2007-02-18 15:01:00
15741975,108864,1256,5.0,2007-10-22 07:16:41
3086744,21057,6331,3.5,2005-11-30 20:13:21
8333994,57517,2011,5.0,2010-04-11 15:49:46
12142344,83882,2354,1.5,2005-01-13 06:46:18
13514794,93367,231,4.5,2006-05-13 20:11:15
12406623,85685,3702,5.0,2000-11-20 05:07:34
3663183,24952,1483,4.0,2012-10-20 17:03:29
14498237,100201,349,3.5,2008-09-29 09:56:43
18983014,131347,100383,4.0,2013-06-14 19:14:03
1227382,8405,2390,3.0,2006-11-11 02:09:54
14759048,101969,296,5.0,1996-07-05 17:10:33
5602188,38541,4452,4.0,2002-04-05 21:31:44
10536625,72893,1589,5.0,2000-08-07 18:39:15
300815,2064,40,4.0,2001-11-08 15:56:29
6607274,45471,2367,3.0,2000-12-01 19:15:46
18848189,130521,3917,3.0,2001-03-10 13:49:13
4611238,31616,58025,2.0,2012-12-29 04:38:03
5296830,36312,6287,2.0,2010-03-17 22:54:59
14372719,99313,53953,3.0,2007-08-06 02:44:51
12749677,88116,3702,4.0,2011-10-24 14:11:07
5270533,36128,6711,4.0,2004-05-17 15:54:35
11881516,81984,2161,4.0,2006-04-16 00:57:43
9987748,69040,2529,5.0,2000-03-30 03:56:32
11591353,80062,1047,5.0,1997-04-14 11:09:47
825823,5504,1374,5.0,2004-07-30 12:14:36
16519174,114299,481,3.5,2005-05-08 23:30:22
4759438,32673,480,4.0,2001-08-10 01:08:35
12176463,84108,3984,3.5,2004-04-16 03:05:55
16750948,115866,3039,5.0,2010-04-05 20:01:19
1647812,11141,2966,4.0,2002-10-12 19:22:07
2775696,18784,480,0.5,2008-08-10 12:05:36
11062283,76464,52287,3.5,2009-01-02 16:26:29
19650677,136048,3083,5.0,2005-03-25 04:04:30
14787350,102131,2818,2.0,1999-12-12 18:32:08
14867194,102705,1198,5.0,2002-05-19 16:59:01
9171846,63380,529,3.0,1997-04-18 05:09:07
5001934,34402,2174,3.0,2004-05-25 13:59:48
18350709,126993,1393,4.0,2005-04-24 14:45:55
17858928,123487,786,4.0,1997-11-24 11:42:41
1896519,12802,273,3.5,2003-09-21 15:52:29
18012704,124576,2289,3.5,2006-03-22 17:11:42
4534006,31036,2467,3.0,2001-07-16 12:53:50
3351009,22901,36708,3.0,2006-09-08 16:42:37
12912945,89189,3174,4.0,2004-07-11 03:28:08
338229,2281,492,1.0,2000-03-24 16:12:04
7992849,55079,3064,2.0,1999-11-29 13:32:05
18668900,129254,367,2.0,2009-03-04 01:22:42
13917338,96143,832,3.0,1999-12-17 23:14:47
16094517,111373,2916,2.0,2006-09-17 22:29:43
2717067,18415,2573,5.0,2000-07-04 13:28:45
6610438,45493,33410,2.0,2009-08-08 12:17:00
7822809,53943,2470,4.0,1999-09-28 20:01:46
14382319,99371,161,4.5,2008-07-14 08:32:24
10600644,73309,3219,4.0,2000-04-21 19:37:40
8008541,55196,3675,4.0,2012-06-20 01:02:48
6545572,45009,924,5.0,2013-03-03 01:26:23
11028272,76249,852,3.5,2003-11-18 06:29:21
3130437,21347,480,3.0,2009-01-16 19:37:01
18778286,130055,5111,3.0,2005-03-02 19:56:04
5265002,36094,7046,4.0,2008-05-15 17:56:58
15401074,106520,1727,1.0,1999-12-12 06:13:49
2614756,17740,3617,1.0,2003-11-17 22:14:58
7394980,51012,410,1.0,1996-11-06 07:13:08
2214738,15029,4351,3.5,2004-06-11 05:12:10
2482059,16796,3578,5.0,2015-03-14 21:07:47
12744672,88059,2268,2.5,2003-12-05 03:13:49
10083907,69750,1042,4.0,1997-03-06 13:20:46
18996904,131438,77800,3.0,2010-09-08 21:19:08
10086736,69770,1298,3.0,1996-12-31 10:10:38
14837119,102503,2359,5.0,1999-10-08 14:10:11
704108,4673,3578,4.0,2002-03-21 03:00:25
12181226,84137,1676,5.0,1997-11-16 14:03:57
19357955,134023,1214,4.5,2014-10-07 13:48:16
172774,1167,1393,4.0,1997-01-15 15:49:13
3280946,22399,2959,5.0,2011-03-26 01:58:59
2347463,15882,7149,4.5,2004-02-18 15:09:42
2370584,16043,454,3.0,1996-09-06 14:08:16
9291833,64232,1027,3.0,2008-06-27 07:58:43
407391,2770,4308,1.0,2003-04-05 16:14:28
1056648,7186,1245,4.0,2007-10-06 21:27:59
19018163,131611,1955,3.0,2001-02-06 16:06:39
7035364,48520,64614,3.5,2015-03-10 08:09:03
9823171,67913,6373,4.0,2006-11-06 21:53:50
8374505,57775,2497,4.0,2011-09-26 22:37:19
17975870,124303,2045,4.0,2003-02-07 23:44:42
11111518,76765,32,4.5,2004-12-21 15:41:32
17663444,122161,1391,3.0,2008-01-14 22:27:08
17928545,123974,1610,4.0,2001-10-16 22:02:24
2422954,16380,5989,3.5,2010-10-27 21:38:01
17208793,119046,1645,5.0,2007-06-08 03:38:24
5971235,41156,344,3.5,2004-10-12 02:55:34
7043148,48558,233,3.0,1996-06-29 23:31:11
4715357,32351,40629,5.0,2014-03-25 19:16:08
18454763,127757,2718,3.5,2003-11-25 01:53:43
6312000,43358,151,4.0,2004-01-27 04:23:39
2860092,19377,1214,3.0,1999-12-11 18:17:15
12604352,87083,3552,3.0,2000-06-21 05:51:37
11596158,80092,7071,3.5,2010-02-24 07:22:14
1111237,7577,849,2.0,2002-08-30 14:58:29
8751546,60460,6016,4.0,2013-09-05 14:42:48
3886434,26491,2987,3.0,2000-10-21 04:17:53
3387119,23123,4677,3.5,2012-03-13 12:57:41
7303395,50398,454,4.0,2004-11-16 10:17:06
12275882,84799,6502,4.0,2011-12-16 20:45:52
16664033,115275,6944,3.0,2014-09-21 13:35:08
12550112,86719,4015,3.0,2005-09-30 00:57:34
9229061,63795,5952,4.0,2005-04-01 09:36:34
17607010,121782,6707,4.0,2007-07-15 08:12:23
18195179,125846,2858,4.0,2007-04-05 01:02:53
5607776,38602,4544,1.0,2002-04-27 04:19:09
9230183,63799,4890,3.0,2003-02-12 02:42:24
13101987,90515,173,1.0,2001-01-22 20:37:49
1238607,8441,141,2.0,2008-03-18 17:57:36
18094236,125162,356,2.5,2006-12-18 22:05:41
7924047,54579,500,3.0,1996-07-27 00:10:09
17818650,123216,4718,3.0,2003-10-08 11:32:18
14818452,102350,5816,4.0,2005-07-01 21:01:22
10234617,70841,252,3.5,2006-05-28 23:07:33
3052576,20790,6708,4.0,2005-05-27 10:30:27
7839576,54068,2028,4.0,2003-04-09 18:29:08
7136585,49208,455,2.0,2011-12-16 06:51:33
13220683,91349,1186,3.5,2014-07-17 07:58:50
17768247,122845,6203,3.0,2003-09-27 05:22:08
18222401,126015,2748,1.0,2001-09-03 16:50:38
19207001,132892,3745,3.0,2002-05-12 09:47:50
19405473,134328,3324,1.0,2007-07-01 02:59:17
14587096,100759,1080,4.0,2001-06-13 12:08:40
11253739,77696,56171,3.5,2010-02-22 20:42:25
8587669,59341,7438,3.0,2004-07-26 20:21:28
17078262,118154,89904,5.0,2013-01-10 08:14:55
9901333,68409,368,5.0,1996-06-15 19:06:20
5401654,37117,1022,4.5,2005-01-05 18:28:15
8981116,62078,5481,3.0,2005-05-14 08:56:32
18359021,127063,434,2.0,2014-01-12 14:23:31
5321300,36482,4018,4.0,2010-02-08 18:56:02
19937454,138066,663,3.0,1997-05-05 06:42:58
12516326,86489,1644,1.0,2000-08-31 04:12:14
19271213,133359,1513,3.0,2000-04-05 04:55:53
16681651,115402,2706,4.5,2005-03-22 07:13:59
3774428,25683,1175,4.0,2012-06-16 01:27:34
9197189,63560,3753,4.0,2001-06-30 03:32:54
10227779,70783,1036,5.0,2006-11-05 23:04:44
1690632,11428,1210,4.5,2005-03-23 01:39:50
12117690,83683,7361,4.0,2009-03-29 07:19:44
12272336,84781,428,5.0,2000-11-20 17:27:40
1262915,8601,1247,4.0,2013-05-18 12:42:59
16224632,112283,4448,3.0,2001-09-30 20:02:07
14306195,98821,1148,4.0,2004-07-02 09:21:56
6017311,41439,1398,1.5,2008-03-02 17:44:41
7255113,50078,454,4.0,1996-09-11 21:41:27
953725,6388,2352,3.0,2001-09-09 01:07:28
16130281,111640,105,4.5,2013-04-29 13:40:44
9009272,62307,1375,3.0,1998-07-18 17:53:50
13769575,95149,1084,3.0,2004-03-01 09:21:16
18400846,127348,3834,3.0,2000-08-03 22:46:32
4505125,30801,39,4.0,2005-08-09 13:13:06
8532257,58953,1204,3.5,2005-02-16 13:48:05
5994723,41281,2315,1.5,2010-05-12 12:45:09
1844447,12471,4974,5.0,2006-06-03 19:43:32
11362003,78446,714,4.0,2009-03-31 10:58:55
1879678,12717,1089,4.0,1998-07-18 16:35:36
7036950,48527,7135,3.0,2011-06-14 10:36:43
4683046,32148,1201,3.5,2015-03-10 06:16:31
8471867,58488,344,2.5,2004-07-11 13:39:48
13678344,94500,597,4.0,1996-07-19 13:27:08
1156819,7884,4367,2.5,2004-11-18 20:16:51
10362359,71680,79008,4.0,2010-08-04 15:57:03
11483685,79310,4161,2.0,2002-10-28 20:14:44
9408730,65112,548,2.0,2003-03-07 01:30:43
17531326,121305,3197,3.5,2004-05-30 00:15:00
16686432,115440,1073,5.0,2010-08-09 00:28:49
1005925,6800,1247,3.0,1997-01-24 07:31:45
17487603,120943,1584,5.0,1998-07-20 15:05:50
17285106,119531,1183,5.0,1999-09-30 06:37:48
2121383,14369,1689,3.5,2010-12-30 01:47:57
4977201,34222,3633,3.5,2006-09-20 21:59:13
6637980,45707,4720,4.0,2001-08-21 21:32:20
9649779,66763,5773,2.0,2002-10-07 22:30:48
2010744,13623,1944,4.0,2003-07-09 18:39:18
1994984,13531,2572,5.0,2002-03-07 21:00:12
12879858,88944,527,3.0,2014-05-27 02:34:57
11188571,77260,344,2.0,2014-05-01 19:37:02
12736918,88015,8783,4.0,2008-02-18 04:06:07
6132439,42228,83359,4.5,2014-11-08 13:15:35
12746533,88078,3099,3.0,2000-02-21 01:06:37
3984481,27116,91500,5.0,2012-04-10 21:36:29
13590579,93886,590,4.5,2012-07-03 12:31:18
11363004,78449,79,3.0,1997-06-26 23:33:25
1025579,6950,4262,4.5,2011-09-21 05:35:42
9346516,64657,537,3.0,1998-01-16 17:27:29
1517234,10280,2124,3.0,1999-12-15 03:08:01
13652840,94325,155,3.0,2003-04-20 23:31:36
9461176,65421,3006,4.0,2012-08-01 17:39:27
10305492,71265,10,4.0,1996-10-04 11:39:14
15418364,106668,2287,4.0,1999-10-15 08:00:46
5445703,37404,509,3.0,1996-12-09 09:03:20
1455551,9834,45672,3.5,2006-10-04 23:01:55
8983491,62095,2389,3.0,2000-08-12 02:05:02
18107716,125250,1225,3.5,2008-03-13 10:08:58
13343734,92231,6305,4.0,2015-01-14 21:33:44
4568082,31273,2501,3.5,2008-10-06 02:56:09
4771872,32766,308,3.0,1997-10-17 01:14:25
6372885,43736,1006,4.0,1996-12-17 16:32:05
15671902,108357,6440,4.0,2013-03-04 16:00:21
89839,632,527,3.0,1999-10-04 13:06:02
16088831,111333,3994,2.0,2007-08-28 13:58:32
19938940,138072,3742,5.0,2007-03-13 19:09:07
5767617,39680,3030,4.0,2000-01-28 01:19:47
833340,5544,7117,3.5,2006-09-06 01:10:55
12157844,83972,6297,1.5,2014-03-11 00:58:27
13362681,92354,1086,5.0,2000-12-06 19:50:36
7965151,54884,1967,3.0,2000-08-15 01:30:53
8591677,59368,2881,3.0,2001-01-03 19:19:03
5948974,40985,8798,3.5,2008-10-09 21:00:49
11900708,82140,1022,1.0,2000-06-07 17:23:27
4503451,30791,3210,4.5,2011-02-08 17:21:28
7047361,48581,924,1.0,2005-11-13 06:21:19
837447,5576,2478,3.0,2001-03-07 01:26:56
3916373,26730,1213,4.0,1999-12-11 23:38:28
6591547,45346,47,4.0,2011-05-18 04:03:25
1753457,11869,671,5.0,1997-05-24 18:25:50
18055864,124890,2174,3.0,2000-08-18 15:21:54
13913777,96114,1617,5.0,1999-11-22 18:12:19
6034289,41529,428,4.0,2010-06-13 02:13:16
15355802,106193,7235,4.5,2008-08-18 07:46:43
12162692,84004,852,3.0,1997-07-17 18:32:24
11957575,82578,2273,1.0,2007-02-17 21:04:54
14140239,97666,145,5.0,2000-05-09 22:28:03
7305960,50414,2089,4.0,2004-10-27 23:46:44
13626854,94109,260,4.0,2006-12-07 19:59:17
15744852,108884,1291,5.0,2001-08-26 03:23:48
10584484,73213,541,5.0,2000-01-16 06:40:08
8553956,59098,2641,2.0,1999-11-08 21:04:49
4509180,30835,4547,1.0,2001-07-30 21:21:47
4879534,33551,4770,2.0,2003-01-15 02:57:57
11283213,77948,1222,4.5,2007-06-21 08:55:10
10195266,70541,1234,5.0,1999-12-23 00:58:32
2552609,17285,5690,4.0,2008-12-27 04:35:29
12810294,88537,1175,5.0,1999-12-11 15:51:27
19944835,138119,457,5.0,1996-10-03 18:46:59
48,1,1266,4.0,2005-04-02 23:42:51
14908287,103001,95201,3.5,2014-06-15 01:53:52
14708639,101622,1299,4.5,2013-01-03 22:25:51
17476163,120877,54997,2.0,2010-05-17 21:03:17
10440196,72210,1135,4.0,2001-06-07 00:27:10
17317160,119732,457,4.0,1996-05-27 18:16:22
12478451,86214,1941,4.5,2012-01-02 14:53:11
16524803,114346,2022,5.0,2010-10-24 19:05:51
15865320,109745,92335,4.0,2012-07-04 03:38:02
9751269,67438,442,2.5,2005-10-21 18:45:53
19070005,131910,2763,4.0,2005-05-26 21:10:35
3874109,26408,1047,4.0,1998-01-25 14:37:40
202442,1384,64620,4.0,2011-08-21 17:52:04
15564239,107628,1200,4.0,2003-05-21 06:00:24
10300464,71236,5592,3.0,2004-01-25 20:05:05
19825320,137248,799,2.0,1997-01-18 06:23:15
1274146,8662,6377,1.0,2006-11-16 02:01:23
1704578,11519,1022,4.0,2001-05-15 14:31:19
14835594,102497,27773,5.0,2008-11-20 15:05:55
9140637,63174,1225,4.0,2006-10-04 07:49:05
4832275,33205,1271,5.0,2004-12-04 14:20:09
7570343,52178,788,3.5,2006-01-10 20:13:03
3223709,22031,420,4.0,1996-11-26 13:57:25
5505678,37853,3160,4.0,2001-05-27 01:21:36
1436259,9708,833,5.0,1997-06-11 16:23:28
9554818,66135,1387,4.0,1999-10-02 13:49:03
18534566,128299,2803,5.0,2007-03-01 05:36:11
3049202,20763,1096,3.0,1997-11-13 12:06:44
454388,3092,442,4.0,1998-04-14 00:09:57
18402807,127370,47,4.0,1996-12-23 07:22:30
16335002,113075,1299,4.5,2012-03-17 23:09:35
4385580,29934,3363,4.5,2009-02-17 01:36:24
14787001,102131,1094,4.0,1999-12-12 18:29:45
12747330,88093,2571,5.0,2014-12-21 07:56:45
15326941,105992,551,4.0,2006-12-09 14:05:41
11104325,76726,1246,3.0,2005-12-17 16:37:07
17057952,118007,2454,5.0,1999-12-15 07:07:11
19143806,132428,4025,4.0,2003-11-19 13:08:52
2815402,19066,4011,4.0,2014-01-29 06:56:02
6066154,41780,63082,5.0,2009-11-11 09:43:04
6219018,42791,886,3.0,2006-12-27 15:22:29
16418762,113660,252,3.5,2005-06-20 03:15:48
9994786,69087,1198,4.0,2015-02-19 17:19:01
14719438,101689,329,3.0,1999-12-31 16:31:02
10388271,71833,89470,2.5,2012-05-30 19:45:44
5254923,36023,541,4.5,2008-10-29 20:13:25
18702741,129508,364,5.0,2004-07-07 18:18:27
819404,5466,1197,4.0,2005-11-05 10:53:22
17170357,118779,2662,3.0,2011-12-29 08:41:55
14784266,102108,349,3.0,1996-06-11 12:21:52
5090226,34882,107348,3.0,2014-05-17 16:53:21
17886198,123673,2973,5.0,2000-11-29 17:16:17
4617058,31660,2395,3.5,2006-07-04 16:40:03
3155065,21523,1228,5.0,1999-12-14 00:02:14
5789606,39852,47610,3.0,2007-12-17 23:17:56
16367178,113304,2239,4.5,2003-05-31 20:49:03
12745502,88066,595,3.0,1996-06-07 09:44:25
19088500,132047,1089,5.0,2013-01-01 03:00:59
4513485,30865,2018,4.0,2010-07-03 05:24:05
5018528,34490,1307,3.0,2014-12-27 09:24:02
10430286,72131,1258,3.0,2006-07-03 18:12:55
2710290,18376,480,3.0,1996-06-04 11:17:14
15767675,109042,3396,2.5,2006-03-20 22:15:31
19326711,133796,1580,0.5,2007-11-10 04:52:05
12435598,85908,4084,4.0,2005-08-25 09:12:57
10113419,69951,1136,4.0,2013-05-14 12:31:41
18212875,125969,2112,5.0,1999-10-22 01:16:42
3327662,22729,4027,3.0,2002-11-24 12:49:42
12664073,87511,2490,4.0,2001-11-03 07:01:54
2406564,16255,1250,5.0,2006-10-19 04:53:51
10841498,74966,4251,3.5,2014-03-21 09:27:07
9264056,64044,1219,3.0,2005-03-28 00:34:02
15282006,105612,1200,2.0,2000-01-21 14:49:01
7584293,52264,79132,5.0,2010-10-25 17:14:49
7394027,51008,592,2.0,2001-02-19 02:35:43
6057774,41706,1080,4.5,2005-04-20 05:13:28
18053228,124861,3967,4.0,2008-10-29 15:22:56
6361201,43657,4745,4.0,2001-09-02 06:19:42
12387813,85574,63082,4.0,2009-09-22 02:46:32
12076111,83358,6039,3.5,2005-10-13 21:50:48
3585961,24475,6814,3.0,2005-11-10 05:58:53
9369768,64830,1230,5.0,1997-03-08 07:13:10
15415193,106649,19,5.0,2006-09-07 21:52:10
17863007,123514,954,4.0,1999-10-21 21:45:00
14732788,101787,357,3.5,2007-01-27 03:44:52
14335487,99026,5349,5.0,2002-10-23 23:57:31
4654790,31921,71252,3.0,2012-08-27 10:36:50
4948667,34067,3298,4.0,2013-05-18 05:35:08
2962906,20132,6286,4.0,2008-07-18 04:32:59
5119009,35076,551,4.0,1996-11-05 19:39:50
13413188,92703,1580,4.0,2004-06-03 17:36:35
696031,4607,2469,3.0,2001-08-09 18:08:40
2705410,18351,1132,4.0,1998-08-04 16:18:09
3474344,23671,2093,1.0,1999-05-15 10:08:59
19023762,131644,6537,3.5,2013-07-09 09:03:19
8645115,59711,541,5.0,1999-10-02 20:59:57
9988665,69047,58803,3.5,2011-03-20 21:01:04
19133492,132381,377,4.0,2005-05-22 11:55:00
17177834,118845,2687,3.0,2008-01-25 19:26:22
1264038,8608,2125,3.0,2006-04-26 10:59:22
13431725,92818,3623,3.0,2005-07-31 20:21:55
5656917,38936,8636,4.0,2009-11-21 07:22:55
2676778,18158,1172,5.0,2001-12-21 00:30:22
4378920,29882,4477,1.5,2008-11-02 16:31:30
12180701,84133,440,3.0,1998-03-31 12:59:56
8527484,58922,6710,4.0,2006-11-18 21:21:37
13622929,94089,2762,3.5,2008-06-09 21:59:29
3823036,26062,6016,4.5,2004-03-06 15:01:41
10700619,74054,2064,5.0,2002-01-15 20:21:54
11658826,80505,8376,3.0,2007-12-14 20:12:48
7982523,55022,590,4.0,1996-04-01 10:51:33
7558843,52106,344,3.5,2005-05-31 01:51:37
6222332,42805,4024,4.0,2002-01-22 22:00:09
5877736,40466,260,4.0,2015-01-16 19:49:50
17581064,121623,2247,3.0,2003-03-27 10:34:31
16877297,116710,4333,2.0,2003-08-31 19:13:53
6632077,45666,1304,4.0,2008-09-26 06:26:09
4103120,27902,1291,4.0,2011-12-02 21:59:26
4444592,30372,2941,4.0,2000-04-07 21:04:17
5241407,35952,410,3.0,2003-06-01 15:44:46
15846385,109619,6711,4.0,2004-11-22 18:40:10
14139414,97657,818,2.0,1998-08-13 03:56:48
4057678,27610,51412,3.5,2007-06-03 13:09:30
12872739,88879,6218,3.0,2004-01-04 14:03:40
15903836,110009,485,3.0,1996-08-06 06:34:41
8652928,59766,2560,1.0,2009-11-30 06:19:38
1401386,9499,288,3.0,1996-06-13 14:20:50
18872818,130686,466,3.0,2009-09-23 21:38:32
16944124,117173,37729,2.5,2009-07-23 08:32:17
5212458,35710,539,4.0,2000-04-10 04:23:08
9853057,68096,1197,4.0,2004-09-08 15:12:49
8840390,61080,1356,4.0,1997-02-28 14:26:08
19821647,137227,56176,0.5,2015-02-01 19:41:40
10128786,70062,3053,3.0,2000-07-07 00:06:40
14454558,99863,6754,1.5,2008-06-22 20:17:36
17891548,123711,2324,4.0,2005-01-31 21:16:54
12950382,89402,5108,3.0,2009-07-22 01:16:17
4014641,27323,2706,4.0,2000-06-07 02:31:31
13301247,91914,2664,5.0,2000-08-18 20:31:56
19075153,131945,5010,5.0,2003-02-05 20:11:51
4170296,28407,5902,4.5,2008-11-04 22:40:58
8867429,61288,1961,3.0,2004-08-19 14:12:08
4873063,33493,6503,3.0,2008-12-29 22:32:01
11138737,76969,1682,3.0,2006-11-22 19:25:59
16968471,117337,4161,3.0,2001-12-07 06:35:48
5021733,34503,922,5.0,2001-12-09 02:35:39
407875,2772,1702,3.0,2005-10-25 01:03:13
16350761,113181,2718,4.0,2000-12-17 21:54:13
1936195,13104,141,4.0,1997-03-15 10:28:40
4343554,29610,2054,2.0,2000-11-02 21:59:57
9108673,62990,62,5.0,1996-12-21 15:53:22
15094234,104235,2134,4.0,2002-03-04 22:54:46
2236285,15196,4558,1.0,2008-05-23 23:39:42
16095141,111373,64839,4.0,2010-04-17 22:48:12
14411381,99539,1214,5.0,2001-11-11 20:49:53
7026281,48452,1834,4.0,2001-01-28 21:43:52
18359624,127063,4643,2.0,2011-04-16 02:21:15
6032169,41517,2618,3.0,2004-08-14 17:11:27
17804845,123090,1136,4.0,2000-11-23 00:19:56
14393013,99448,2606,1.5,2003-09-04 21:42:48
92425,643,586,3.0,2000-04-25 06:25:21
1322848,8995,63876,4.5,2009-02-03 19:43:13
8113810,55887,4557,4.0,2001-12-30 07:43:04
